Corporation,Card,PlayerGames,AvgEloChange
Interplanetary Cinematics,Medical Lab,470,0.959574468085106
Mining Guild,Invention Contest,437,0.958810068649886
Point Luna,Dust Seals,550,0.958181818181818
Point Luna,Aquifer Pumping,543,0.955801104972376
Cheung Shing Mars,Arctic Algae,444,0.954954954954955
Ecoline,AI Central,396,0.954545454545455
Vitor,Psychrophiles,480,0.954166666666667
Saturn Systems,Birds,456,0.953947368421053
Ecoline,Anti-Gravity Technology,389,0.953727506426735
Saturn Systems,Interstellar Colony Ship,472,0.953389830508475
Interplanetary Cinematics,Mining Rights,428,0.953271028037383
Mining Guild,Release of Inert Gases,390,0.951282051282051
Saturn Systems,Lagrange Observatory,490,0.951020408163265
Point Luna,Designed Microorganisms,520,0.95
Point Luna,Corporate Stronghold,530,0.947169811320755
Ecoline,Birds,470,0.946808510638298
Interplanetary Cinematics,Arctic Algae,334,0.946107784431138
Point Luna,Nitrophilic Moss,517,0.945841392649903
Saturn Systems,Noctis City,418,0.944976076555024
Interplanetary Cinematics,Power Supply Consortium,381,0.942257217847769
Vitor,Windmills,426,0.94131455399061
Saturn Systems,Viral Enhancers,460,0.941304347826087
Saturn Systems,Giant Space Mirror,475,0.941052631578947
Vitor,Nuclear Zone,473,0.940803382663848
Interplanetary Cinematics,Vesta Shipyard,353,0.940509915014164
Point Luna,Herbivores,531,0.939736346516008
Point Luna,Release of Inert Gases,543,0.937384898710866
Point Luna,Water Splitting Plant,574,0.937282229965157
Saturn Systems,Biomass Combustors,471,0.936305732484076
Mining Guild,Aquifer Pumping,482,0.935684647302905
Valley Trust,Lake Marineris,482,0.935684647302905
Interplanetary Cinematics,Asteroid,417,0.935251798561151
Cheung Shing Mars,Industrial Center,426,0.934272300469484
Point Luna,House Printing,547,0.93418647166362
Robinson Industries,Corporate Stronghold,269,0.933085501858736
Mining Guild,Cartel,387,0.9328165374677
Point Luna,Algae,485,0.931958762886598
Teractor,Mining Area,386,0.930051813471503
Ecoline,Mangrove,482,0.929460580912863
Vitor,Small Animals,488,0.92827868852459
Point Luna,Callisto Penal Mines,533,0.926829268292683
Mining Guild,Investment Loan,395,0.926582278481013
Saturn Systems,Gene Repair,462,0.926406926406926
Valley Trust,Strip Mine,489,0.926380368098159
Cheung Shing Mars,Peroxide Power,449,0.924276169265033
Point Luna,Great Dam,513,0.923976608187134
Interplanetary Cinematics,Flooding,419,0.921241050119332
Saturn Systems,Food Factory,454,0.920704845814978
Point Luna,Micro-Mills,550,0.92
Robinson Industries,Electro Catapult,323,0.919504643962848
Point Luna,Artificial Lake,546,0.919413919413919
Point Luna,Peroxide Power,532,0.919172932330827
CrediCor,Great Escarpment Consortium,527,0.918406072106262
Saturn Systems,Bushes,485,0.917525773195876
Saturn Systems,Large Convoy,483,0.917184265010352
Point Luna,Imported Hydrogen,554,0.916967509025271
Valley Trust,Asteroid Mining Consortium,490,0.916326530612245
Cheung Shing Mars,Big Asteroid,448,0.915178571428571
Ecoline,Equatorial Magnetizer,506,0.91501976284585
Point Luna,Convoy From Europa,537,0.914338919925512
Valley Trust,Open City,492,0.910569105691057
Point Luna,Noctis Farming,497,0.907444668008048
Interplanetary Cinematics,Towing a Comet,376,0.906914893617021
Tharsis Republic,Electro Catapult,420,0.904761904761905
CrediCor,Water Splitting Plant,576,0.904513888888889
CrediCor,Mars University,534,0.904494382022472
CrediCor,Protected Valley,583,0.903945111492281
Cheung Shing Mars,Micro-Mills,426,0.903755868544601
Interplanetary Cinematics,CEO's Favourite Project,390,0.902564102564103
Tharsis Republic,Hackers,436,0.901376146788991
Valley Trust,Giant Ice Asteroid,476,0.901260504201681
Interplanetary Cinematics,Equatorial Magnetizer,388,0.899484536082474
CrediCor,Noctis City,541,0.896487985212569
Point Luna,Caretaker Contract,560,0.896428571428571
Saturn Systems,Insects,449,0.89532293986637
Robinson Industries,Optimal Aerobraking,284,0.894366197183099
Mining Guild,Deimos Down,430,0.893023255813953
CrediCor,Ecological Zone,540,0.892592592592593
Cheung Shing Mars,Artificial Photosynthesis,421,0.888361045130641
Interplanetary Cinematics,Greenhouses,388,0.88659793814433
Valley Trust,Deimos Down,492,0.886178861788618
Vitor,Tardigrades,461,0.885032537960954
Point Luna,Cupola City,517,0.88394584139265
Mining Guild,Terraforming Ganymede,421,0.883610451306413
Cheung Shing Mars,Geothermal Power,436,0.88302752293578
Cheung Shing Mars,Bushes,435,0.882758620689655
Vitor,Pets,493,0.880324543610548
Ecoline,Water Splitting Plant,515,0.879611650485437
Tharsis Republic,Titanium Mine,407,0.87960687960688
Cheung Shing Mars,Bribed Committee,389,0.879177377892031
Point Luna,Nitrite Reducing Bacteria,528,0.876893939393939
Valley Trust,Local Heat Trapping,495,0.876767676767677
CrediCor,Asteroid Mining Consortium,566,0.874558303886926
Ecoline,Water Import From Europa,436,0.873853211009174
Cheung Shing Mars,Fuel Factory,450,0.873333333333333
Ecoline,Medical Lab,463,0.872570194384449
Ecoline,Black Polar Dust,499,0.871743486973948
Cheung Shing Mars,Rad-Suits,425,0.870588235294118
ThorGate,Space Station,139,0.870503597122302
Vitor,Media Group,429,0.869463869463869
Mining Guild,Hackers,436,0.869266055045872
Saturn Systems,Worms,480,0.86875
Interplanetary Cinematics,Corporate Stronghold,388,0.868556701030928
Ecoline,Methane From Titan,519,0.867052023121387
Valley Trust,Io Mining Industries,428,0.866822429906542
Valley Trust,Eos Chasma National Park,491,0.865580448065173
Point Luna,Farming,514,0.861867704280156
Mining Guild,Peroxide Power,443,0.860045146726862
ThorGate,AI Central,170,0.858823529411765
Valley Trust,Convoy From Europa,455,0.857142857142857
Point Luna,Lagrange Observatory,545,0.856880733944954
Saturn Systems,Underground Detonations,473,0.856236786469345
Saturn Systems,Mohole Area,458,0.853711790393013
CrediCor,Geothermal Power,553,0.853526220614828
Saturn Systems,Robotic Workforce,492,0.851626016260163
CrediCor,House Printing,423,0.851063829787234
Point Luna,GHG Factories,528,0.850378787878788
Ecoline,Acquired Company,487,0.850102669404518
Point Luna,Immigration Shuttles,605,0.847933884297521
Valley Trust,Import of Advanced GHG,479,0.847599164926931
Valley Trust,Extreme-Cold Fungus,430,0.846511627906977
CrediCor,Lake Marineris,525,0.845714285714286
Point Luna,Standard Technology,499,0.845691382765531
Point Luna,Import of Advanced GHG,619,0.844911147011309
Interplanetary Cinematics,Space Hotels,314,0.843949044585987
Saturn Systems,Greenhouses,429,0.843822843822844
Interplanetary Cinematics,Standard Technology,339,0.843657817109145
Valley Trust,Nitrophilic Moss,515,0.842718446601942
Robinson Industries,Giant Ice Asteroid,272,0.841911764705882
Point Luna,Commercial District,580,0.841379310344828
Ecoline,Land Claim,446,0.840807174887892
Valley Trust,Business Contacts,463,0.840172786177106
Interplanetary Cinematics,Zeppelins,374,0.839572192513369
Ecoline,Gene Repair,496,0.838709677419355
Teractor,Quantum Extractor,421,0.838479809976247
Saturn Systems,Miranda Resort,524,0.837786259541985
CrediCor,Tectonic Stress Power,551,0.836660617059891
Mining Guild,Indentured Workers,428,0.836448598130841
ThorGate,Mine,156,0.833333333333333
Cheung Shing Mars,Eos Chasma National Park,438,0.833333333333333
CrediCor,Large Convoy,571,0.831873905429072
CrediCor,Commercial District,538,0.830855018587361
Teractor,Arctic Algae,425,0.830588235294118
Ecoline,Invention Contest,505,0.82970297029703
Valley Trust,Kelp Farming,514,0.828793774319066
Mining Guild,Acquired Company,432,0.828703703703704
Interplanetary Cinematics,Comet,396,0.828282828282828
Interplanetary Cinematics,Physics Complex,349,0.828080229226361
Ecoline,Lava Flows,481,0.827442827442827
Ecoline,Designed Microorganisms,567,0.827160493827161
Interplanetary Cinematics,Insects,375,0.826666666666667
Point Luna,Research,546,0.826007326007326
Ecoline,Dust Seals,488,0.825819672131147
Saturn Systems,Mangrove,456,0.824561403508772
Point Luna,GHG Producing Bacteria,518,0.82046332046332
Mining Guild,Viral Enhancers,411,0.817518248175182
Point Luna,Technology Demonstration,515,0.81747572815534
Teractor,Bribed Committee,476,0.817226890756303
Point Luna,Space Station,553,0.815551537070524
Point Luna,Carbonate Processing,515,0.815533980582524
Vitor,Mohole Area,428,0.815420560747664
Robinson Industries,Flooding,307,0.814332247557003
Interplanetary Cinematics,Noctis City,441,0.8140589569161
Mining Guild,Food Factory,462,0.813852813852814
Mining Guild,Lichen,408,0.813725490196078
Point Luna,Noctis City,561,0.812834224598931
Interplanetary Cinematics,Lichen,383,0.81201044386423
CrediCor,Business Network,553,0.811934900542496
Tharsis Republic,Corporate Stronghold,504,0.811507936507937
Interplanetary Cinematics,Land Claim,377,0.806366047745358
Saturn Systems,Terraforming Ganymede,605,0.803305785123967
Mining Guild,Cupola City,485,0.802061855670103
Cheung Shing Mars,Steelworks,461,0.800433839479393
Ecoline,Tectonic Stress Power,509,0.799607072691552
Vitor,Sponsors,427,0.798594847775176
Teractor,Research,450,0.797777777777778
Ecoline,GHG Factories,499,0.797595190380762
Point Luna,Symbiotic Fungus,557,0.797127468581688
Valley Trust,Methane From Titan,497,0.796780684104628
Cheung Shing Mars,Archaebacteria,418,0.796650717703349
Cheung Shing Mars,Lightning Harvest,408,0.79656862745098
Cheung Shing Mars,Permafrost extraction,442,0.796380090497738
CrediCor,Symbiotic Fungus,530,0.79622641509434
CrediCor,Plantation,572,0.795454545454545
Tharsis Republic,Restricted Area,435,0.795402298850575
Mining Guild,Optimal Aerobraking,444,0.795045045045045
Ecoline,Symbiotic Fungus,482,0.794605809128631
Saturn Systems,Medical Lab,457,0.794310722100656
Ecoline,Indentured Workers,465,0.793548387096774
Mining Guild,Wave Power,450,0.793333333333333
Ecoline,Cloud Seeding,508,0.789370078740158
Point Luna,Birds,531,0.787193973634652
Interplanetary Cinematics,Water Splitting Plant,411,0.785888077858881
Interplanetary Cinematics,Media Archives,368,0.785326086956522
Saturn Systems,Wave Power,428,0.785046728971963
Valley Trust,Adaptation Technology,479,0.782881002087683
Point Luna,Shuttles,547,0.782449725776965
Valley Trust,Martian Survey,522,0.779693486590038
Cheung Shing Mars,Protected Valley,479,0.776617954070981
Interplanetary Cinematics,Extreme-Cold Fungus,376,0.776595744680851
Point Luna,Invention Contest,544,0.775735294117647
Mining Guild,Media Group,405,0.775308641975309
Ecoline,Security Fleet,483,0.774327122153209
Point Luna,Small Animals,540,0.774074074074074
Interplanetary Cinematics,Advanced Ecosystems,358,0.773743016759777
Cheung Shing Mars,Hackers,446,0.773542600896861
Cheung Shing Mars,Designed Microorganisms,404,0.772277227722772
Saturn Systems,Dust Seals,534,0.771535580524345
Ecoline,Solar Wind Power,455,0.771428571428571
Point Luna,Special Design,567,0.770723104056437
Tharsis Republic,Deimos Down,434,0.769585253456221
Cheung Shing Mars,GHG Factories,502,0.768924302788845
Interplanetary Cinematics,Imported GHG,405,0.767901234567901
Interplanetary Cinematics,Aquifer Pumping,447,0.767337807606264
CrediCor,Anti-Gravity Technology,498,0.767068273092369
Saturn Systems,Rad-Suits,471,0.766454352441614
Interplanetary Cinematics,Artificial Lake,411,0.766423357664234
Saturn Systems,Local Heat Trapping,444,0.765765765765766
Teractor,Designed Microorganisms,426,0.765258215962441
Teractor,Worms,408,0.764705882352941
CrediCor,Business Contacts,518,0.764478764478765
Cheung Shing Mars,Local Heat Trapping,420,0.764285714285714
Cheung Shing Mars,Extreme-Cold Fungus,436,0.763761467889908
Ecoline,Vesta Shipyard,426,0.762910798122066
Saturn Systems,Rover Construction,468,0.762820512820513
Point Luna,Regolith Eaters,560,0.7625
CrediCor,Gene Repair,513,0.762183235867446
Saturn Systems,Underground City,475,0.762105263157895
Interplanetary Cinematics,Gene Repair,415,0.759036144578313
Mining Guild,Extreme-Cold Fungus,431,0.758700696055684
CrediCor,Energy Tapping,522,0.758620689655172
Cheung Shing Mars,Business Network,413,0.757869249394673
Cheung Shing Mars,Commercial District,433,0.757505773672055
Mining Guild,Business Contacts,428,0.757009345794393
Interplanetary Cinematics,Windmills,371,0.754716981132076
Ecoline,Io Mining Industries,345,0.753623188405797
Interplanetary Cinematics,Mining Expedition,385,0.753246753246753
Point Luna,Cloud Seeding,539,0.753246753246753
Interplanetary Cinematics,Aerobraked Ammonia Asteroid,397,0.753148614609572
Ecoline,Hackers,501,0.75249500998004
Saturn Systems,Convoy From Europa,479,0.751565762004175
Interplanetary Cinematics,Ecological Zone,358,0.751396648044693
Saturn Systems,Power Plant,458,0.751091703056769
Tharsis Republic,Space Mirrors,465,0.748387096774194
Valley Trust,CEO's Favourite Project,500,0.748
CrediCor,Trees,531,0.747645951035782
CrediCor,Viral Enhancers,566,0.747349823321555
Cheung Shing Mars,Open City,425,0.745882352941176
Saturn Systems,Lunar Beam,393,0.745547073791349
Teractor,Building Industries,427,0.744730679156909
Teractor,Asteroid Mining,415,0.744578313253012
Robinson Industries,Asteroid Mining Consortium,320,0.74375
Mining Guild,Domed Crater,468,0.743589743589744
Mining Guild,Titanium Mine,440,0.743181818181818
Valley Trust,Viral Enhancers,544,0.742647058823529
Cheung Shing Mars,Comet,400,0.7425
Saturn Systems,Heather,477,0.742138364779874
Mining Guild,Great Dam,456,0.741228070175439
Interplanetary Cinematics,Black Polar Dust,374,0.740641711229946
Vitor,Fuel Factory,473,0.739957716701903
Point Luna,Ecological Zone,544,0.738970588235294
Mining Guild,Biomass Combustors,446,0.737668161434978
Robinson Industries,Fuel Factory,278,0.737410071942446
Saturn Systems,Arctic Algae,429,0.736596736596737
Cheung Shing Mars,Solar Wind Power,421,0.736342042755344
Cheung Shing Mars,Deimos Down,428,0.735981308411215
Tharsis Republic,Bribed Committee,403,0.734491315136476
Teractor,Insects,369,0.734417344173442
Saturn Systems,Nitrophilic Moss,447,0.733780760626398
Vitor,Power Plant,457,0.733041575492341
PhoboLog,Space Elevator,453,0.732891832229581
Interplanetary Cinematics,Research Coordination,336,0.732142857142857
Interplanetary Cinematics,Methane From Titan,384,0.731770833333333
Inventrix,Building Industries,350,0.731428571428571
Cheung Shing Mars,Corporate Stronghold,431,0.730858468677494
Saturn Systems,Satellites,511,0.729941291585127
Mining Guild,Callisto Penal Mines,409,0.728606356968215
ThorGate,Giant Ice Asteroid,169,0.727810650887574
Ecoline,Earth Office,448,0.727678571428571
Ecoline,Import of Advanced GHG,465,0.726881720430108
Saturn Systems,Ore Processor,457,0.726477024070022
PhoboLog,Earth Catapult,230,0.726086956521739
Saturn Systems,Natural Preserve,444,0.725225225225225
Ecoline,Cupola City,497,0.724346076458752
CrediCor,Mass Converter,515,0.724271844660194
Valley Trust,Designed Microorganisms,511,0.724070450097847
Point Luna,Comet,553,0.723327305605787
Valley Trust,Research,520,0.723076923076923
Mining Guild,Urbanized Area,425,0.722352941176471
Ecoline,Miranda Resort,448,0.720982142857143
Saturn Systems,Advanced Ecosystems,480,0.720833333333333
Cheung Shing Mars,Martian Rails,440,0.720454545454545
Ecoline,Interstellar Colony Ship,493,0.720081135902637
Point Luna,Adaptation Technology,520,0.719230769230769
Point Luna,Lava Flows,515,0.718446601941748
Vitor,Inventors' Guild,454,0.718061674008811
Saturn Systems,Imported Nitrogen,481,0.717255717255717
Point Luna,Rad-Chem Factory,520,0.715384615384615
Ecoline,Asteroid Mining Consortium,439,0.715261958997722
Interplanetary Cinematics,Great Escarpment Consortium,361,0.714681440443213
Point Luna,Eos Chasma National Park,565,0.713274336283186
Mining Guild,Artificial Photosynthesis,474,0.713080168776371
Mining Guild,Land Claim,435,0.71264367816092
Vitor,Lichen,454,0.711453744493392
Point Luna,Magnetic Field Dome,516,0.711240310077519
Tharsis Republic,Viral Enhancers,432,0.710648148148148
Robinson Industries,Olympus Conference,252,0.71031746031746
CrediCor,Investment Loan,545,0.710091743119266
Point Luna,Insulation,544,0.709558823529412
Interplanetary Cinematics,Soletta,344,0.709302325581395
Valley Trust,Business Network,470,0.708510638297872
Cheung Shing Mars,Giant Space Mirror,445,0.707865168539326
Point Luna,Subterranean Reservoir,530,0.707547169811321
Ecoline,Aerobraked Ammonia Asteroid,499,0.707414829659319
Vitor,Miranda Resort,516,0.707364341085271
Vitor,Carbonate Processing,461,0.707158351409978
Mining Guild,Mine,443,0.706546275395034
Tharsis Republic,Sponsors,415,0.706024096385542
Saturn Systems,Special Design,486,0.705761316872428
Cheung Shing Mars,Building Industries,458,0.705240174672489
Cheung Shing Mars,Plantation,464,0.704741379310345
Cheung Shing Mars,Heather,403,0.704714640198511
Vitor,Local Heat Trapping,467,0.704496788008565
Mining Guild,Lava Tube Settlement,442,0.703619909502263
Interplanetary Cinematics,Water Import From Europa,354,0.700564971751412
Valley Trust,Magnetic Field Generators,474,0.70042194092827
Interplanetary Cinematics,Ice cap Melting,397,0.700251889168766
CrediCor,Giant Space Mirror,555,0.699099099099099
Saturn Systems,Eos Chasma National Park,478,0.698744769874477
Point Luna,Domed Crater,501,0.698602794411178
Robinson Industries,Great Escarpment Consortium,307,0.697068403908795
Point Luna,Land Claim,593,0.6964586846543
Valley Trust,Food Factory,508,0.69488188976378
Robinson Industries,Black Polar Dust,311,0.694533762057878
Valley Trust,Large Convoy,513,0.693957115009747
Inventrix,Electro Catapult,335,0.692537313432836
